frame,time (sec)
0,2415
1,2460
2,2505
3,2550
4,2595
5,2640
6,2685
7,2730
8,2775
9,2820
10,2865
11,2910
12,2955
13,3000
14,3045
15,3090
16,3135
17,3180
18,3225
19,3270
20,3315
21,3360
22,3405
23,3450
24,3495
25,3540
26,3585
27,3630
28,3675
29,3720
30,3765
31,3810
32,3855
33,3900
