frame,time (sec)
0,2040
1,2130
2,2220
3,2310
4,2400
5,2490
6,2580
7,2670
8,2760
9,2850
10,2940
11,3030
12,3120
13,3210
14,3390
15,3480
16,3570
17,3660
18,3750
19,3840
20,3930
21,4020
22,4110
23,4200
24,4290
25,4380
26,4470
27,4560
28,4650
29,4740
30,4830
31,4920
32,5010
33,5100
34,5190
35,5280
36,5370
37,5460
38,5550
39,5640
40,5730
41,5820
42,5910
43,6000
44,6180
