,frame,Z,Y,X,r_size,y_gap,mean,std,gap_from_surface,gaussian_mean,gaussian_std
37,37,55,50,327,18,20,1.009793996810913,0.0305228102952241,10,1.0122703411296587,0.03242912073304766
38,38,55,50,327,18,20,1.00761878490448,0.0298722106963396,10,1.0100352406764261,0.03213907296678676
39,39,55,50,327,18,20,1.0080958604812622,0.0300731025636196,10,1.0101519837319308,0.032341353243523586
40,40,56,50,326,18,20,1.0076898336410522,0.0300717763602733,10,1.009031849268552,0.03212296028731616
41,41,56,50,326,18,20,1.0064749717712402,0.0298641547560691,10,1.0087229233050774,0.031327128312305136
42,42,53,50,326,18,20,1.0083268880844116,0.0292728003114461,10,1.0098339538112233,0.03085575758292386
43,43,53,50,326,18,20,1.0053479671478271,0.0300053246319293,10,1.0072743713556094,0.03039829799940024
44,44,53,50,326,18,20,1.0085852146148682,0.030485950410366,10,1.0101592174041223,0.031632210456654535
45,45,53,50,326,18,20,1.0083681344985962,0.0306910146027803,10,1.0105965230825467,0.03268281434373101
46,46,53,50,326,18,20,1.0088539123535156,0.029794679954648,10,1.01008330633503,0.031010743859493966
47,47,53,50,326,18,20,1.0070407390594482,0.0295901857316494,10,1.0089141526816965,0.03158227566143923
48,48,53,50,326,18,20,1.0068652629852295,0.0297673642635345,10,1.0095836425027493,0.03104466950279826
49,49,53,50,326,18,20,1.0070821046829224,0.0300447698682546,10,1.0087432369014848,0.032245940323602354
50,50,53,50,326,18,20,1.0075711011886597,0.0304322484880685,10,1.0080834202381552,0.032384689724293245
51,51,53,50,326,18,20,1.0078293085098269,0.0301267057657241,10,1.0081267030237362,0.033297933620504684
52,52,53,50,326,18,20,1.009100317955017,0.0302682444453239,10,1.0096407170718424,0.03269372996768714
53,53,53,50,326,18,20,1.0074187517166138,0.0296121761202812,10,1.0069879214423834,0.03161314027849068
54,54,53,50,326,18,20,1.007873773574829,0.0294881109148263,10,1.0080419880983575,0.0318742185356094
