frame,time (sec)
0,6000
1,6025
2,6050
3,6075
4,6100
5,6125
6,6150
7,6175
8,6200
9,6225
10,6250
11,6275
12,6300
13,6325
14,6350
15,6375
16,6400
17,6425
18,6450
19,6475
20,6500
21,6525
22,6550
23,6575
24,6600
25,6625
26,6650
27,6675
28,6700
29,6725
30,6750
31,6775
32,6800
33,6825
34,6850
35,6875
36,6900
37,6925
38,6950
39,6975
40,7000
41,7025
42,7050
43,7075
44,7100
45,7125
46,7150
47,7175
48,7200
49,7225
50,7250
