,Unnamed: 0,Z,Y,X,r_size,y_gap,mean,std,gap_from_surface,gaussian_mean,gaussian_std
0,0,54,0,169,15,20,1.0784348160823187,0.0445191183656383,10,1.0769157329919485,0.04493984486976283
1,1,55,50,171,15,20,1.043977692802747,0.0377773339349895,10,1.042860355953696,0.037601358022842236
2,2,56,50,172,15,20,1.0375545107920965,0.0334470426140482,10,1.035902864029337,0.03458664829681217
3,3,56,50,172,15,20,1.0365871691703796,0.0282375597725959,10,1.0361347392851301,0.028812050173098312
4,4,57,50,172,15,20,1.0295415741999945,0.0270424266404999,10,1.028818634274565,0.02823653947797865
5,5,57,50,172,15,20,1.0303731444279354,0.0244273482840968,10,1.0297920835904568,0.025809267647938908
6,6,57,50,172,15,20,1.0309461407661438,0.0238933085212901,10,1.03024231863253,0.02568221261841573
7,7,57,50,172,15,20,1.0229359302123389,0.0213602551540346,10,1.0222329582055207,0.02344990886926656
8,8,58,50,172,15,20,1.0194685482581456,0.0205803348893599,10,1.019397253195336,0.021811282551608663
9,9,58,50,172,15,20,1.019464783271154,0.0205398225265927,10,1.0184495162551344,0.022501627071780696
10,10,58,50,172,15,20,1.0199856548309325,0.0204750061321714,10,1.0202625295836125,0.02225364893564763
11,11,58,50,173,15,20,1.017768661657969,0.0206156195635247,10,1.0172474894692811,0.021900078211385936
12,12,58,50,174,15,20,1.0140559765497843,0.019764154744441,10,1.013824114987865,0.021194119672202243
13,13,59,50,174,15,20,1.013425417502721,0.0232195851216404,10,1.0131313476581332,0.025317127035973018
14,14,59,50,174,15,20,1.0119506699641545,0.0232419651917761,10,1.0111761829926622,0.025869054817676866
15,15,60,50,174,15,20,1.0084863330523173,0.0207670243489902,10,1.008508872169526,0.0233775045744824
16,16,60,50,174,15,20,1.0075034825404483,0.0177479937268709,10,1.007529278633004,0.01962660089654692
17,17,60,50,174,15,20,1.003840630451838,0.0164304635705313,10,1.0037295392480492,0.01864315084820364
18,18,60,50,174,15,20,1.003947012424469,0.0164915748518127,10,1.0039877972268534,0.018847832353166918
19,19,60,50,174,15,20,1.0029197114308674,0.0164136392464804,10,1.0030253217809655,0.01854854322062605
20,20,60,50,174,15,20,0.9963730741341909,0.0150914740224999,10,0.9961324841808222,0.018002031580046002
21,21,60,50,174,15,20,1.000277385433515,0.0154038558182145,10,1.0002341550912668,0.017634715324939938
22,22,60,50,174,15,20,0.9998581155538558,0.0152302264871551,10,0.9996352396201544,0.017674259389600773
23,23,60,50,174,15,20,0.9969493720928828,0.0154852506070668,10,0.9963378745903775,0.017721764976645946
24,24,60,50,174,15,20,0.998653581738472,0.0160306110061393,10,0.998573105483906,0.018787566356737263
25,25,60,50,174,15,20,0.9991649021704992,0.0162258605165716,10,0.9985245544899064,0.018975116894562532
26,26,60,50,174,15,20,0.9930098271369934,0.0164458098895086,10,0.9932792862685794,0.018478716474686397
27,27,60,50,174,15,20,0.9938839144309362,0.0172433168378924,10,0.9937195364797461,0.019527290596369717
28,28,60,50,174,15,20,0.9914956355094908,0.0180391849132695,10,0.9910825419056544,0.02025326390049766
29,29,60,50,174,15,20,0.9916874202092488,0.0208980770347413,10,0.9908421337616353,0.022768323489654844
30,30,60,50,174,15,20,0.9892432539860408,0.0191288534584363,10,0.9879725284440982,0.02039234243530513
31,31,60,50,174,15,20,0.9913716475566228,0.018932120940826,10,0.9912419504015246,0.020839118789915904
32,32,60,50,174,15,20,0.9914807170232136,0.015906734154785,10,0.9913670847482899,0.01831863746302517
33,33,60,50,174,15,20,0.9896791817744574,0.0166993433905122,10,0.9894557457342577,0.01914489961230406
34,34,61,50,174,15,20,0.9879654492934544,0.0161237318536115,10,0.9879967791607753,0.018093163186347818
35,35,61,50,175,15,20,0.9862165207068124,0.0162365145963061,10,0.9867708023075135,0.018410142028253116
36,36,62,50,176,15,20,0.9833498980998991,0.0176524922574253,10,0.9840029792535051,0.02032714384570387
37,37,62,50,176,15,20,0.9846991287867228,0.0185650864646828,10,0.9851359154696451,0.02065874163579491
38,38,62,50,176,15,20,0.9805416408379872,0.0200154915060613,10,0.9808275377903677,0.02212029418383616
39,39,62,50,176,15,20,0.9830388586918511,0.0209888148548891,10,0.9827133758455385,0.021953071870124078
40,40,62,50,176,15,20,0.9786276694933572,0.0210802565411304,10,0.9780871700269067,0.023331300101488022
41,41,62,50,176,15,20,0.9833964930375416,0.0215782706595076,10,0.9835937680884893,0.023057182480355043
42,42,62,50,176,15,20,0.9798369722763696,0.0206177829983536,10,0.9802373616802468,0.022309029575580334
43,43,62,50,176,15,20,0.9756906854311626,0.0209920123283356,10,0.9751935508215896,0.023436422945089908
44,44,62,50,176,15,20,0.9813972637653352,0.0223988929736806,10,0.9809629841159658,0.023915251240028534
45,45,62,50,176,15,20,0.9796435715754828,0.0248398719446704,10,0.979560260580657,0.026181975481481205
46,46,63,50,176,15,20,0.9774694197177888,0.0264248516464792,10,0.9772859754660671,0.028302627349282676
47,47,63,50,176,15,20,0.9816429328521092,0.0262796715734182,10,0.9800814760546533,0.027725928589840368
48,48,62,50,176,15,20,0.981603039264679,0.0241349975306967,10,0.9804726313223053,0.025133077484606605
49,49,62,50,176,15,20,0.98119990670681,0.0209319385596027,10,0.9809145031955113,0.022138676973657446
50,50,65,50,175,15,20,1.0446010355154671,0.0208209593130916,10,1.0431320143633926,0.021870830204648403
