,Unnamed: 0,Z,Y,X,r_size,y_gap,mean,std,gap_from_surface,gaussian_mean,gaussian_std
0,0,40,0,105,20,20,0.1010834271321135,0.0414804835178645,10,0.09828778504963072,0.042702921890311066
1,1,40,50,105,20,20,0.1098012004913559,0.0433653398700895,10,0.10609871312914013,0.04616656973819696
2,2,41,50,106,20,20,0.1100775255333182,0.0437516201450049,10,0.10693603869056638,0.039616392889932225
3,3,41,50,106,20,20,0.1153795998170515,0.043629556165366,10,0.11546688195219802,0.04290961866255814
4,4,41,50,106,20,20,0.112309467146738,0.042750958155044,10,0.10832579804330193,0.045727080369773125
5,5,42,50,107,20,20,0.116342962246684,0.0430594927162681,10,0.11220057941752826,0.03998037798443076
6,6,42,50,107,20,20,0.1156407705644435,0.0431288019433388,10,0.11138741013906511,0.040489027176403236
7,7,43,50,107,20,20,0.1165189576859147,0.0425820595618029,10,0.11334446464260185,0.04031741137738251
8,8,43,50,108,20,20,0.1179117886514702,0.0430311979673464,10,0.11832512508725829,0.04243786428696987
9,9,45,50,112,20,20,0.1128799329666242,0.0422027724060376,10,0.1133647364565549,0.04358229363184483
10,10,46,50,113,20,20,0.1160363265801125,0.0430971108567775,10,0.11467218822730509,0.0440047963426699
11,11,46,50,113,20,20,0.1144774947493224,0.0426107452104331,10,0.11191340482545113,0.046716788649687764
12,12,48,50,113,20,20,0.1121040891550249,0.041975100016302,10,0.10984725116844961,0.04559090926646061
13,13,48,50,113,20,20,0.1134849201032673,0.0421706478282674,10,0.10988742470832655,0.04425277907452185
14,14,51,50,116,20,20,0.1118881914429976,0.0423012620903747,10,0.10762062989578296,0.04445133548023853
15,15,52,50,116,20,20,0.1110906175051133,0.0426422552094386,10,0.10645092839375715,0.04459387136938517
16,16,55,50,114,20,20,0.1113472256232585,0.0411753978057452,10,0.10620293026095405,0.04282000433857225
17,17,59,50,116,20,20,0.1109024945443297,0.0416582758139542,10,0.10627450369629379,0.04372475008619979
18,18,65,50,117,20,20,0.1074400723783029,0.0411363437070241,10,0.10160357244794081,0.04236714338347804
19,19,71,50,118,20,20,0.1134677773385506,0.041058205360523,10,0.10777993411136219,0.03639843355665283
20,20,81,50,134,20,20,0.1106112930483799,0.0421330578032307,10,0.1076177277008782,0.039174751151872016
21,21,96,50,133,20,20,0.1141668034500647,0.0415084829298841,10,0.11052913120985655,0.038159782861118735
22,22,49,50,479,20,20,0.1374538804625485,0.0450774010677861,10,0.13284038452973615,0.04497567450207841
23,23,49,50,479,20,20,0.124908154796265,0.0427336653055741,10,0.11963966778906984,0.03959579603174062
24,24,49,50,479,20,20,0.1213775803119981,0.0428717174161912,10,0.11436170448841136,0.03825095079372452
25,25,51,50,429,20,20,0.122701668481469,0.0420972860327516,10,0.11861685603726299,0.03942569327956119
26,26,45,50,431,20,20,0.1232848480485742,0.0416885862091611,10,0.11952140121652392,0.03913875651626458
27,27,43,50,435,20,20,0.1230625623141399,0.0422571813822523,10,0.1231182840683214,0.03856654162671786
28,28,43,50,447,20,20,0.1235567994964549,0.0424876424282295,10,0.12435811346591764,0.037508354787850175
29,29,43,50,447,20,20,0.119337835629006,0.0412378977321385,10,0.12090197269779848,0.03849346456809208
30,30,39,50,429,20,20,0.1233102554694109,0.0431236625510763,10,0.12276258566997753,0.03883203956977611
31,31,41,50,427,20,20,0.1214710745893044,0.0424803072112732,10,0.12268755928171413,0.039468494543647384
32,32,42,50,427,20,20,0.1237965510762433,0.0424141996075407,10,0.12351047368534414,0.03828709257489708
